Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates
10/24/2018 17:20:33,4014.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,Yes,3.0,No,"Auto repair/auto body shop, Manufacturing",2.0,Yes,No,No,https://drive.google.com/open?id=1JM_RRMHPo4GxlT6dCf2YP0dA3vaGWJvh,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Homeless Tents and Rentable Electric Scooter,https://drive.google.com/open?id=1PbSDAZ0Qk_1honmnYtoJzYuBjO8LA-6F,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Vacant Lot,https://drive.google.com/open?id=10GU1U1RyNnKuWL1BFs1vIfpcMPmeUSDL,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Street Art,,,,,,,"(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)",,
10/24/2018 18:30:31,401.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,Yes,2.0,Yes,Auto repair/auto body shop,2.0,No,No,No,https://drive.google.com/open?id=1-T9Dn0iFZoTlOtLgqc-5LoaAE0ybwwI9,"707 39th St, Oakland, CA 94609","This 15 mph/speed bump sign shows that speeding has been a problem in the past here. Found it very interesting to see this sign on a block that is between two main roads. 
",https://drive.google.com/open?id=17KnrqgRTCNi5pDphTxvD8cZ0B-pAz9S0,"717 39th St,Oakland, CA 94609","This house along with several others is under renovation. It is also a multi-family house, meaning that many people are going to benefit from this housing once it is available. ",https://drive.google.com/open?id=1TB-nFmT9VgE1m6UuwQW6eTOFPTFkuG1D,"701 39th St, Oakland, CA 94609","
This front yard is decorated for Halloween and also has a sign that reads, “Drive like your kids live here.” This tells me that there are children living in this house. The neighborhood does not seem to be the most child friendly however, due to the businesses that are in the area and lack of child friendly businesses. ",,,,,,,"[37.829158835325, -122.270053085569]","[37.8291768671266, -122.27016297244]","[37.829148016244, -122.269987153447]",,
10/24/2018 19:01:01,4028.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,Yes,1.0,Yes,Professional offices (doctor dentist lawyer accountant real estate),2.0,Yes,No,Yes,https://drive.google.com/open?id=1tfa0hTRvqo2S57ybsFol77uLR2JR-Lck,"604 20th St., Oakland, CA 94612",Old beauty supply store with pull-down metal security blinds and artwork on all sides of the building.,https://drive.google.com/open?id=1tYUL1dYasCPd4OoP57m_lFOQc0-YRvsp,"2003 Telegraph Ave., Oakland, CA 94612",Unmarked building with a painted mural across the entire face of the building; trees that line some of the street visible.,https://drive.google.com/open?id=1mDkNG4X7udXqKUe2R3AECX__EGUJMXAt,"2301 Telegraph Ave., Oakland, CA 94612",Modern office building that is under renovation.,https://drive.google.com/open?id=1kCskzGBU0w9dR5blGQYL77i2QPa2_vpL,"Well kept, modern apartment buildings; note that the entrances to the units are all raised from the street.","500 William St., Oakland, CA 94612",,,,"[37.8101072144315, -122.272260790306]","[37.8097556600973, -122.269722804523]","[37.81276, -122.268974]","[37.809083, -122.269945]",
10/24/2018 19:47:23,4217.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Yes,1.0,No,,2.0,Yes,No,No,https://drive.google.com/open?id=1PLqZzbo9X22-Q9H3XevqEm9liGnGmC9F,"1536 Oxford Street, Berkeley, CA, 94709.",It is easy to find such a decorated house with a great garden in this area.,https://drive.google.com/open?id=1pAaz6N-VcQPAs_z1qadnecHPzFFJgAAK,"1526 Oxford Street, Berkeley, CA, 94709.",Houses facing to Oxford Street have big space of garage behind them.,https://drive.google.com/open?id=1hWkV7_25xoXGvgXLySSaOKJe0YIcJ3di,"1501 Walnut Street, Berkeley, CA, 94708.",There is only one building which is not for housing. This is a church in this block.,https://drive.google.com/open?id=18ndJY5Qh7qrYx0CBQuToTyTapiYW-sL8,"Each garden of this block has a different concept from other houses in this block. However, we can say many houses have gardens usually in this block.","1511 Walnut Street, Berkeley, CA, 94709.",https://drive.google.com/open?id=1qMseZKmsIhbZbggJNSurrTYAM2dSdYYv,"1527 Walnut Street, Berkeley, CA, 94709.",I asked a lady to allow me to take a picture. Many walkers of this block go around with their pets such as dogs. There are no homeless people and teenagers.,"[37.8797720681045, -122.267100929001]","[37.8795326, -122.2671516]","[37.8801531, -122.267834688903]","[37.8800475889316, -122.268080621571]","[37.8797940540091, -122.268053533479]"
10/24/2018 21:54:00,4224.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,No,2.0,No,,1.0,No,No,No,https://drive.google.com/open?id=1SZkny7SJgNDbHf4rnn37rAsQDtdzEfC-,"1912 Francisco St. Unit B, Berkeley, CA 93704","A higher socioeconomic status can be observed as waste is divided amongst compost, landfill, and recycling. These are generally added county fees that not everyone can afford. ",https://drive.google.com/open?id=1G0pC9YEWz0evjFhhpKWTdPSCiduRwHM8,"1910 Francisco St. Unit B, Berkeley, CA 93704","
This area also leaves old furniture and objects to be taken for free. There’s a high regard for reusing items here.",https://drive.google.com/open?id=1cZ7gLS76Fd1e-9MakALpBLEM996LODoH,"1915 Francisco St. Unit B, Berkeley, CA 93704","Most of the cars parked here are Hondas, Toyotas, and other vehicles of similar price range and date. Signifying that most individuals are of middle-class. ",,,,,,,"(37.8752396, -122.2695878)","(37.8752396, -122.2695878)","(37.8752396, -122.2695878)",,
10/24/2018 22:29:18,4229.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,No,1.0,No,"Community center, Parks, Post office, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers",2.0,Yes,No,No,https://drive.google.com/open?id=1LAfZPaTYqpQkh84WPBZeeJLkFdlhPOLy,"2180 Milvia St, Berkeley, CA 94704",civic center: No one really present coming in and out of the building ,https://drive.google.com/open?id=11eyXNL6SHDMHE9swnlvmXNmxNVn9G57F,"1980 Allston Way, Berkeley, CA 94704",Berkeley High School: Kept in good condition ,https://drive.google.com/open?id=19-poGjfy8WrzJ3UYrn-5EXCt6sxkjDiH,"2001 Bancroft Way, Berkeley, CA 94704",Berkeley Inn ,https://drive.google.com/open?id=1p5TZnxcLU0f0FIqOquoEI08TPRoqThPD,Near Berkeley High School - minimum damage ,"1980 Allston Way, Berkeley, CA 94704",https://drive.google.com/open?id=10JPfMsycXsn_4khByVirWjI8p_UeYg5j,"1980 Allston Way, Berkeley, CA 94704",,"[37.8694472, -122.270795144079]","[37.8689254380936, -122.270983757155]","[37.867462, -122.27004]","[37.8689254380936, -122.270983757155]","[37.8689254380936, -122.270983757155]"
10/24/2018 23:25:18,4212.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,No,1.0,No,"Fire station, Gas station, Parks, Playgrounds",2.0,Yes,No,No,https://drive.google.com/open?id=1fw-BB4084p0nqE0i8um01yjbsEXmXEWx,"Indian Rock Avenue, Berkeley, CA",It is a cool recraatio area close to the block from where i took pictures of where people can practice rock climbing. I thought it was very unique to have in a residencial area.,https://drive.google.com/open?id=18NMXiIZs1AvC5hFa-ieUyz7cWDd_7Jdz,"Thousand Oaks Berkeley, CA",The neiborhood I visited was pretty clean and had nice houses. So this picture is to show that. ,https://drive.google.com/open?id=1ULz_alAzMuBjzY_55nFl94-6uFoS1n1y,"Marin Avenue Berkeley, CA",All the houses had good frontyard space.,,,,,,,"[37.8921418, -122.2726032]","[37.8953226, -122.2814103]","[37.8898099, -122.2809258]",,
10/25/2018 3:34:11,4239.01,1.0,1.0,1.0,1.0,0.0,3.0,1.0,No,2.0,No,,3.0,No,No,No,https://drive.google.com/open?id=1QRya5GkWB5YW7yPv7v3Hea96K6cbq1v1,"3004 Wheeler Street, Berkeley, CA, 94705",This house is best example to know difference between Fulton Street and Wheeler Street,https://drive.google.com/open?id=18781akJPf2IxoEI--dCuIhTokB48ayXQ,"3001 Fulton Street, Berkeley, CA, 94705",It is a place to rental a bicycle. This is an evidence that this street is safe compare to another street and low risk that the bike is stolen by somebody.  ,https://drive.google.com/open?id=1USf7u8UPD768ArnV4s7IIHLU-MRjAbBV,"3021 Wheeler Street, Berkeley, CA, 94705","I thought this house is in the middle of renovation because of steel framing in the yard, but it was just object according to the google map. Also it is only a dwelling which is decorating for Halloween on this street.",,,,,,,"[37.8552840477303, -122.264640957635]","[37.85554, -122.26338]","[37.8546447786376, -122.264323100601]",,
10/25/2018 14:31:03,4031.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,Yes,2.0,Yes,"Eating places/restaurants, Liquor stores or Marijuana Dispensaries",2.0,No,No,Yes,https://drive.google.com/open?id=1-_5b96lktDSF9UFamgX7ytuINian9KwV,Clay Street,"Parking lot in the area, shows the more run down side ",https://drive.google.com/open?id=1AptLjH49dcvpqvSt3nA_Z-tMCgz1sibC,"740 Clay Street, Oakland CA",Under the run down apartment building ,https://drive.google.com/open?id=1vy9R2qC0QCHnvL8-ouIN7FhR3pdtp01t,730 Clay Street,"mural, nice restaurant, and then a building under renovation",https://drive.google.com/open?id=1WFsE9I2VOE2TtVxhAlmcRuD7ELhHrDC4,Sign advertising community events in area at establishment ,740-50 Clay Street area ??,,,,"[40.61257125, -122.384699241587]","[37.8007233701069, -122.276357847093]","[41.6671886326531, -86.1923976122449]","[38.442417, -78.849657]",
10/28/2018 22:08:40,403.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,Yes,1.0,Yes,"Banks or credit unions, Chain retail stores, Community center, Eating places/restaurants, Fast food or take-out places, Parks, Playgrounds, Schools or daycare centers",1.0,Yes,No,Yes,https://drive.google.com/open?id=1GKq7lZxp8w0Y8o2QmMMVjUjgb6w_pUb4,"304 10th St, Oakland, CA, 94607","This picture represents this block well because you can see most of the block and the type of buildings around it. In this picture you can also see the public transportation available. You can also see, for the most part, it is business-based buildings. ",https://drive.google.com/open?id=19FPwOV2Z9QZRD4rFbg2cbQbZrhX2ISm0,"250 Tenth St, Oakland, CA,  94607",This picture describes the block well because there were a lot of older Asian women and men. In this picture you can also see the Chinese style building in the middle of the picture that represents this block well because it is in Chinatown. There is also one-way streets and two-way streets on this block and could be confusing for one who is not from the area.,https://drive.google.com/open?id=1Nuio1854neCc17RGxuPWHw7s_fPGT8GA,"303 10th St, Oakland, CA, 94607",This picture has a lot of representation of the block and the town. There are graffiti drawings on most of the buildings. These drawings are not typical ‘gang’ affiliated drawings but instead animal cartoon drawings. There were a lot of dragons drawn in graffiti which came from the Chinese culture around Chinatown. There were also a lot of stores like this one in the picture. These stores could be described as very poor and not in well condition.,,,,,,,"[37.8003143458104, -122.269484833837]","[37.8007233701069, -122.276357847093]","[37.8001590575412, -122.269556502202]",,
10/29/2018 12:40:23,4214.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,No,2.0,No,,3.0,Yes,No,No,,,,,,,,,,,,,,,,,,,,
10/29/2018 15:00:33,4235.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,Yes,2.0,Yes,"Auto repair/auto body shop, Eating places/restaurants, Manufacturing",2.0,Yes,No,No,https://drive.google.com/open?id=1MMV75s0EFTOwTkJ4PMq_D8bdWlC4SYXh,"2609 Shattuck Ave Berkeley, CA 94704","The parking lot once utilized by customers of the automotive sound and appliance shop is the home of about 50 vehicles that a dealer down Shattuck Avenue is thriving on. 
",https://drive.google.com/open?id=1Cmy3dy5BodALT0kVUMazWuKthrJxt41t,"2619 Shattuck Ave, Berkeley, CA 94704","Wick’s appliance shop has been abandoned due to the rising market of internet purchases. 
",https://drive.google.com/open?id=1NwWN1A1W8vysVV_WRBVzsmTu6FT9pP0L,"3223, 2600 Shattuck Ave, Berkeley, CA 94704","The Parker apartments on Shattuck Avenue features 20 luxurious apartment units with an Equinox gym sitting below it.  
",,,,,,,"[37.8724895, -122.2684359]","[37.8724895, -122.2684359]","(37.859365, -122.2680467)",,
10/29/2018 15:54:25,4014.0,1.0,3.0,1.0,3.0,0.0,5.0,3.0,No,3.0,Yes,"Playgrounds, Schools or daycare centers",2.0,No,No,No,https://drive.google.com/open?id=1TO0knZswjDaSmoKYcaRMW14ogjlUbKAy," 890 Brockhurst St, Oakland, CA 94608",We see a playground behind high fences in the elementary school.,https://drive.google.com/open?id=1qRKchWUDer9VjMcWAHd_zc3YWC4K5MMy," 861 Brockhurst St, Oakland, CA 94608","From the street, there is a view of a rundown housing area that looks working class and much less looked after than the houses on the street.",https://drive.google.com/open?id=18SQ-WnW9Kyl8uxqcrP9PHLKaVcVOqt-o," 861 Brockhurst St, Oakland, CA 94608","The front of the school has high fencing all around to keep people out, but has a cute front with greenery around.",https://drive.google.com/open?id=1ODd9EILK889c2Gzbf1NXDWzdqQif9BGx,"Here we see the area across the street from the school, which is well kept houses, some slightly run down despite their cleanliness, surrounded by lots of greenery and front yards.","872 Brockhurst St, Oakland, CA 94608",https://drive.google.com/open?id=1VEMyJTsu6yqnwPJEE7W7YtiW9lJqCaqO,"800-898 Brockhurst St Oakland, CA 94608",We see RV's that seem to have people living in them parked right outside the school.,"[37.8232458676453, -122.27539074172]","[37.8229113600273, -122.274687080118]","[37.8229113600273, -122.274687080118]","[37.8231398727818, -122.274933398321]","[37.822716, -122.273104]"
10/29/2018 17:46:32,4205.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,No,2.0,Yes,"Community center, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers",2.0,Yes,No,No,https://drive.google.com/open?id=1pWJKCPCQFKHLB6cklQOqYfj3DqHtEtRM,"920 Talbot Ave, Albany, CA, 94706","Backside of Cornell Elementary, gates around the playground, recess area but there is no gates around the front of the school",https://drive.google.com/open?id=181qu2lcG66sXWO_kXe_xs5CdR79IgM_O,"953 Talbot Ave, Albany, CA, 94706","House for sale on Talbot Ave, there are flyers on the sign highlighting the house",https://drive.google.com/open?id=1_Jf5p-ngIVtLCw5sWsYNirN0y2_fVQFs,"974 Talbot Ave, Albany CA, 94706",Pumpkins for sale on Talbot to raise funds for Cornell Elementary PTA,,,,,,,"[37.8897097992548, -122.295256152722]","[37.8888379854063, -122.294763548203]","[37.8881701647239, -122.294765455248]",,
10/29/2018 19:54:05,4033.0,1.0,4.0,1.0,4.0,0.0,1.0,2.0,Yes,1.0,No,"Community center, Schools or daycare centers",1.0,Yes,No,No,https://drive.google.com/open?id=1XWkFxImmI1bUdqorDuXNarkkXmT_7GoG,"79 10th Street, Oakland, CA 94607","Although there were a few graffiti found on buildings and on the floor. There was writing that seem to be a poem that had a meaning behind it, not just a simple graffiti. ",https://drive.google.com/open?id=1Z2EleLamhsVJpfNo3jR8FLBrvOaAcNGK,"59 10th Street, Oakland, CA 94607",This is one of the two gates I saw with a sign that was hard to read. Although it looks like a safe community there are still gates like this around the block. ,https://drive.google.com/open?id=1PBFOsBxzdZ99MnYf0ogO_UwkNOJKpWbh,"1000 Oak St, Oakland, CA 94607","Although there are some apartments and graffiti visible, there is the Oakland museum right in front of this place which is surprising. Near Museums there are usually nice areas and not graffiti. ",https://drive.google.com/open?id=1SDwiaaZ9i_o161Z_2eTTbEN2wuyRCAoA,"On crossing the cross street to Fallon Street, there we see Laney college. So 10th street is surrounded by a museum and a city college creating a nice neighborhood and moderately busy.  Surprisingly, there is a lot of trash and broken glass on the streets. ","900 Fallon St, Oakland, CA 94607",https://drive.google.com/open?id=1FmqVmOJgEyONKorBwmy2oKeivu0CyMt1," 1000 Oak St, Oakland, CA 94607","these were a few of the cigarets found near the trees nearby the area. Although this looks like a calm community, but still were a hand full of people that were homeless around there. ","[37.7981347252375, -122.264336525864]","[37.7980611068626, -122.264150789046]","[37.7986189, -122.263541809461]","[37.797243, -122.263706]","[37.7986189, -122.263541809461]"
10/25/2019 12:52:40,4030.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,Yes,3.0,Yes,"Bodega deli corner-store convenience store, Eating places/restaurants, Fast food or take-out places",1.0,No,No,No,https://drive.google.com/open?id=1RmWTmeeYjbIgKaFhrgQE1M6XM1QAjF4_,"601 Webster St, Oakland, CA, 94609 ",This was one of a few stores that were gated up during the day. It did not seem like there were any new businesses opening up. Likely that it had been this way for a while. ,https://drive.google.com/open?id=1PXD3bu_7j2vVDhS7I6HRBacNZzcaWGc1,"601 Webster Street, Oakland, CA, 94609 ",The Salvation Army was closed on this particular day but I’d say it’s nice location to keep a store like this. Accessible to all and well kept from the front. ,https://drive.google.com/open?id=1KY1Mvgc9-eLqvG6KkNwsgc3pmAytZEzT,"601 Webster Street, Oakland, CA, 94609 "," I should have gone in here to try the food, it smelled really good and lets be honest, 4 bowls of noodles for 30 dollars, that is definitely a steal in this economic climate.",https://drive.google.com/open?id=1keCgzxOTujwnZ9EQB4skHb_hBgNAXUkr,"UGS crew --- possibly a gang or street dance team? There were a few stickers posted around the area, most signs had been violated like this. ","601 Webster St, Oakland, CA, 94609",,,,"[37.798025, -122.272283]","[37.798025, -122.272283]","[37.798025, -122.272283]","[37.798025, -122.272283]",
10/25/2019 12:54:25,4205.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,1.0,No,"Banks or credit unions, Community center, Eating places/restaurants, Fast food or take-out places, Gas station, Post office, Supermarkets/grocery stores",3.0,Yes,No,No,https://drive.google.com/open?id=1stJ2WAm5XvqD1TfKRLmGG_Vbh0Xu5R80,"931 Carmel Ave, Albany, CA, 94706",,https://drive.google.com/open?id=1UlT_fZkGjDLHoV9onuUMU0tK1oq78GhD,"1362 Marin Ave, Albany, CA , 94706",,https://drive.google.com/open?id=1-eg5yVHgMiRtJCpbgZQl8f0tVQqP3ZCR,"1391 Solano Ave, Albany, CA, 94706",,https://drive.google.com/open?id=1mouPFYSJ16OWxgNGtnsb6CGaZAbKD-Oc,,"1391 Solano Ave, Albany, CA, 94706",https://drive.google.com/open?id=1ymFvN6smtsGKB96TLb-1HX0tIRRcEkdO,"708 Solano Ave, Albany, CA, 94706",,"[37.8899946030529, -122.289521691888]","[37.8883455055134, -122.288877697661]","[37.8908002222222, -122.290461888889]","[37.8908002222222, -122.290461888889]","[37.888633027305, -122.307014522052]"
10/25/2019 14:32:16,4214.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,No,2.0,Yes,Schools or daycare centers,3.0,Yes,No,No,https://drive.google.com/open?id=1kpIEXVR335w3vtrZj0Qxz6ZR8RM6TXvE,"2200 Los Angeles St, Berkeley, CA, 94704",The only house on Los Angeles Street with a single giant redwood tree.,https://drive.google.com/open?id=1zRsqDdsZBeYDSho_EuiZ6GuNrqNAvnSV,"2210 Los Angeles Street, Berkeley, CA, 94704",Another example of a well-maintained house on Los Angeles Street.,https://drive.google.com/open?id=12Fqi0YrnKfV9eqelGoyS__fwQKVQmmTF,"1136 Spruce Street, Berkeley, CA, 94704",One of many houses that’s currently being renovated on west side of Spruce Street.,https://drive.google.com/open?id=189j-3sZAefhs8gH35aEY1RqAa7SoYbxE,"PG&E is currently working on Spruce Street, with many “Road Work” signs throughout.","1128 Spruce Street, Berkeley, CA, 94704",https://drive.google.com/open?id=1Hn70fF7xfZh1IT7oxwUimODXwjGNDb2u,"1133 Spruce Street, Berkeley, CA, 94704",This house is located at the east side of Spruce Street. Notice the current state of disrepair of the garage door.,"(37.8883409, -122.270922)","(37.8883409, -122.270922)","[37.8876024042097, -122.266919689902]","[37.8877886656757, -122.266948315416]","[37.8879082848895, -122.26673971951]"
10/25/2019 15:27:57,4030.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,Yes,1.0,No,"Banks or credit unions, Eating places/restaurants, Supermarkets/grocery stores",1.0,No,No,No,https://drive.google.com/open?id=15rdCtKIgX-Fb8WCHI4d8KeQPqscxP7ba,"378 8th Street, Oakland, CA, 94607",,https://drive.google.com/open?id=1hMNbBE8pc9Q82jcr4gK-qnusyglbUG_O,"360 8th Street, Oakland, CA, 94607",,https://drive.google.com/open?id=1ykCymHyvIELaRbnRcrAdp-cl8KPT4pJs,"376 8th Street, Oakland, CA, 94607",,https://drive.google.com/open?id=1rfVrj-7QZkbfUWazVV-P2eK47TVpVZFS,,"800 Franklin Street, Oakland, CA, 94607",,,,"[37.7995886695836, -122.272012934734]","[37.7994604111548, -122.27167993785]","[37.8020326, -122.2784424]","[37.799789, -122.272409]",
10/25/2019 21:24:53,4213.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,No,2.0,Yes,Professional offices (doctor dentist lawyer accountant real estate),3.0,Yes,No,No,https://drive.google.com/open?id=1F1B-1oHlh9y6zz-yFxUGUzIX6li1knGo,"1645 Hopkins Street, Berkeley, CA, 94707","Unfortunately, this building was at the end of the walk-through for my chosen block, and I didn't have time to check if the door was unlocked, or if it was for employees of the attached commercial building only.",https://drive.google.com/open?id=1ycZ91fitTHwhiVOyESVoJoaTTKy8KQy9,"1226 Carlotta Avenue, Berkeley, CA, 94707","For the stretch from the intersection of Carlotta Ave. and Posen Ave, there was a slight change in the conditions of yards and front stoops, that I tried to capture here.",https://drive.google.com/open?id=1S_BJ03A64lP9Q2pV34bY8z9AtWymfmZ4,"1647 Hopkins Street, Berkeley, CA, 94707",,https://drive.google.com/open?id=1a4rgJSw2qIMk130GvsH4d0dh44SqiNhK,"I felt that this residence was fairly representative of the way many of the homes were decorated, featuring pottery, a small mosaic, and many other decorative plants in addition to those planted in the front lawn. (Also, the door to this house was open, but no one came out to ask why I was taking pictures of their home, and it seemed pretty quiet)","1288 Carlotta Avenue, Berkeley, CA, 94707",https://drive.google.com/open?id=1clCPXj-QBzMpU4eDkE_LB4f8eZaaVPrU,"1611 Hopkins Street, Berkeley, CA, 94707","This building had a mattress leaning on one of the outside walls, which seemed out-of-place for the neighborhood, and it had construction materials visible from the front window. ","[37.88256465, -122.28065260328]","[37.8839914809146, -122.28048481675]","[37.8824167547207, -122.280525537024]","[37.8826557841063, -122.280673827285]","[37.8822196, -122.281236836644]"
10/25/2019 23:03:39,4031.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,No,2.0,Yes,"Banks or credit unions, Parks",2.0,Yes,Yes,No,https://drive.google.com/open?id=1jTqjCT4AEaL-LNeKRBNX-BuIr1HoxA__,"500 12th St, Oakland, CA, 94606",cranes are seen in the construction site,https://drive.google.com/open?id=1tknAa0U7j1sj7kUPWF0sVWLkqLwaIxnS,"500 12th Street, Oakland, CA, 94607",the construction site can be viewed at a distance,https://drive.google.com/open?id=1MeVwSFsg-lvgjGlYQp3JzlzdxBkjrGgC,"500 12th Street, Oakland, 94607",there are high-rise buildings,https://drive.google.com/open?id=1H0fQ0GEPyIJAwAVCsZgT3lJvcwl9FfDW,residential building spotted at the end of the street,"500 12th Street, Oakland, CA, 94607",https://drive.google.com/open?id=1SZ5-zcebHjToAZHZ5zCnylZAm7Iokq90,"500 12th Street, Oakland, CA, 94612",public transportation occurs on the streets,"[37.80391, -122.274309]","[37.80391, -122.274309]","[37.80391, -122.274309]","[37.80391, -122.274309]","[37.80391, -122.274309]"
10/26/2019 0:34:04,4217.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,No,1.0,No,,3.0,Yes,No,No,https://drive.google.com/open?id=1oPhaX33XMO42n18WJd6kA9yP0gFJDUQF,"1427 Bonita Ave, Berkeley, CA, 94709",Most houses in this block seemed to be well maintained. I could see a lot of trees. I thought this neighborhood looked quite and safe. ,https://drive.google.com/open?id=1eDMBkGDjCPHZ5MFp3sTAPBKmz6Ycgta2,"1941 Vine St, Berkeley, CA, 94709",There were only residential houses most of which seemed to be single occupancy dwelling houses and to be relatively big. ,https://drive.google.com/open?id=1gjyUrUR4LpC414ZZ7NuM8xX3dvUBM8Xo,"1950 Rose St, Berkeley, CA, 94709","Almost houses in this block seemed to be single occupancy houses. But this building in the picture 3, looked like the only apartment building in this block.  ",,,,,,,"[37.8805076213145, -122.272610224993]","[37.8800527, -122.2718156]","[37.8815777, -122.2721453]",,
10/26/2019 16:01:12,4229.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,Yes,1.0,No,"Banks or credit unions, Bars and alcoholic beverage services, Chain retail stores, Eating places/restaurants, Fast food or take-out places",2.0,Yes,No,Yes,https://drive.google.com/open?id=1IVWnm4AEhdL2PQ_LwC5h_AXRXciy1TlW,"2168 Shattuck Ave, Berkeley, CA, 94704","Shattuck Ave is the main street that leads to the Bart stations. Thus, it is the epicenter for students to commute from SF and back. Therefore, Shattuck has a higher concentration of people and traffic.",https://drive.google.com/open?id=1Ke_kilBD-OssKOUe1rnm1Le2DkoNYzOk,"2168 Shattuck Ave, Berkeley, CA, 94704",The stores on Shattuck seem to provide the basic necessities for it’s local residents. Having a mix of restaurant and retail stores is representative of a busy downtown area. ,https://drive.google.com/open?id=17OpvWxzyTwUj8L3j8kstGlRUILNQbAsx,"2168 Shattuck Ave, Berkeley, CA, 94704",The setting area on Shattuck creates a communal space for people to congregate and enjoy the downtown environment. Many people tend to lounge on the chairs and work on there homework or eat. ,,,,,,,"[37.8698275413618, -122.268113189126]","[37.8698275413618, -122.268113189126]","[37.8698275413618, -122.268113189126]",,
