Image #1,Image #1 Address,Other thoughts or comments for Image #1,Image #2,Image #2 Address,Other thoughts or comments for Image #2,Image #3,Image #3 Address,Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,Image #4 Address,Image #5,Image #5 Address,Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates,Census Tract
https://drive.google.com/open?id=11dgN9kzJjOP1QMUf_s9P9vflRbPlYweq,"1907 Oregon Street, Berkeley, CA, 94703","The houses in the block were well-decorated, with plants lining the walkways to the house and well-lit front porches. The cars in front of the houses were SUVs, which were in good state. ",https://drive.google.com/open?id=1xVOtUrCOPEcH7oILdW9uEbDSj9vLSYf9,"1927 Oregon Street, Berkeley, CA, 94703","The houses had front porches that remained well-lit into the night. There were many tall trees that lined the streets. The cars were of Japanese makes, and were well-kept. In the left hand side of the photograph, there is a cart of rubbish into which the man was putting the cans and bottles collected. ",https://drive.google.com/open?id=13hYvYxUQRqICmYRnpWDmXZKTDjsstB8q,"1924 Oregon Street, Berkeley, CA, 94703","There were many recycling bins that lined the streets. These bins were spread out every 50 to 100 metres. There was very little rubbish that were thrown on the streets, with few cigarette buds, no needles nor condoms. ",https://drive.google.com/open?id=1Svszaaito43REn01cpa2bmBAdPLiG8US,"While there was no significant amount of litter on the floor, there was a box of shoes. The shoes were in relatively good state and arranged well. It is possible that these were meant for donation or collection. ","1939 Oregon Street, Berkeley, CA, 94703",https://drive.google.com/open?id=1XseBomY6gUcbb2K6yA5otoJYjnJqyl9R,"1900 Oregon Street, Berkeley, CA, 94703","There were not many posters on poles. The only three that were seen were for movers, a sale for plants and a Macbeth show in Berkeley (pictured). ","[37.8571602895121, -122.271126319798]","[37.857206994075, -122.270738395091]","[37.8570387999811, -122.270754687006]","[37.8572366156573, -122.270505823353]","[37.856985, -122.271224]",4235
https://drive.google.com/open?id=1j5bXUK4uoIo2Yk7Us7K5g2Jf5K-97eOC,"3049 Shattuck Ave, Berkeley, CA, 94705",This picture stood out to me because it implied that there are car burglaries here. It might be a regular thing for the residence living on this block that they have to worry about. This crime also leads to a more reserved neighborhood environment.,https://drive.google.com/open?id=18ONOWDhAN2uFW65_ntE5b2IA0P2Il0x_,"3040 Shattuck Ave., Berkeley, CA, 94705","This is one of the houses that had a high fence. Although it seems like it has been broken down, making the property less valuable and possibly leaving it open for burglary.",https://drive.google.com/open?id=1Suw0twdr3_PMfZ6K9X6GXWfIXavwmiAw,"3058 Shattuck Ave, Berkeley, CA, 94705","This picture shows quite a few things. The store in front is a small business and has a roll down gate for closing time, also I assume that is a old auto body shop with what appears to be a few abandoned cars. I am not sure what this might imply but is it space that is not being utilized but instead adding to the neglected environment. Also there is a small construction zone that appears to just have started and with no workers around; it might be a long time construction.",https://drive.google.com/open?id=1g9JpmiEIL2_CEil9erfz0IwucHycI-tl,"This pole signifies that the community offers a lot of opportunities for fun hobbies. To me it seems a little weird to offer hip hop or improv classes in a neighborhood struggling to have basic resources, maybe this is a sign of a forthcoming form of gentrification.","3051 Shattuck Ave, Berkeley, CA, 94705",https://drive.google.com/open?id=1W7fRtzAS27jNVxbX6a3X8UAfvaY-wuAU,"3045 Shattuck Ave, Berkeley, CA, 94705",This shows very few trees on the sidewalks and not too big ones either. There is no grass but instead there are dead bushes. Unlike some white neighborhoods where there are groups that plant nice trees and other plants to make the street look very nice. This neighborhood does not have that kind of help.,"[37.8536339677419, -122.266161645161]","[37.8537052419355, -122.26617166129]","[37.8535626935484, -122.266151629032]","[37.8536181290323, -122.266159419355]","[37.8536801, -122.266042711164]",4239.01
https://drive.google.com/open?id=1v07l0amgq4JTCVuaWQhtLqtQHVh9hoR8,"4301 Market Street, Emeryville, CA, 94608",This was one of the only non-residential buildings.,https://drive.google.com/open?id=1G3J66tzRneLQtZZsSCkzcy1OkmePC_Hf,"4303 Market Street, Emeryville, CA, 94608",This was a very well maintained house that looks like its from the 1940s based on the stylistic design of the facade.,https://drive.google.com/open?id=1WGIfeZMbCGRUAZt5QjsDTAAASzlpT-hL,"4304 Market Street, Emeryville, CA, 94608","This was an average looking house on the street. There was no litter or damage, and it was very clean.",,,,,,,"(37.831217, -122.2719625)","(37.831217, -122.2719625)","(37.831217, -122.2719625)",NaN,NaN,4010
https://drive.google.com/open?id=1o9njc8BhqcbSNKz68r6FY9cI0MEdNWRf,"2139 Essex Street, Berkeley, CA, 94704","This house, along with many of the other houses, is maintained really well and is in good condition. Additionally, the LGBT flag is hung from their house openly, which could imply that the residential area is generally more liberal and accepting.",https://drive.google.com/open?id=1RxhqHTXMwmsdRw25Ih3d4b-cYklfVWSA,"3021 Shattuck Avenue, Berkeley, CA, 94704","There were numerous signs about neighborhood crime watch and keeping out of private property. Most of the ones on private property did not have graffiti on it, but the signs on the main roads did.
",https://drive.google.com/open?id=1-R1xZyBkZ-RvWEZW0YM8RIULfveCtFlr,"2121 Essex Street, Berkeley, CA, 94704","Someone left out a pair of tennis shoes to dry in the sun in front of their house, which leads me to believe that the area is a safe area where thieves and stealing is not a big problem or concern.",,,,,,,"[37.8542328, -122.26461529936]","[37.8724895, -122.2684359]","[37.8539864050014, -122.265817688755]",NaN,NaN,4239.01
https://drive.google.com/open?id=1lKTcHwdA6X9Uplq8myZAS5Sfb8ns22Yp,"1900 Rashida Muhammad St, Oakland, CA, 94612 ","Children and teens playing in Henry J. Kaiser Memorial park against the backdrop of the surrounding apartment complex, The Uptown. The adolescents seemed comfortable interacting with the statues in the park, sitting on small benches next to famous figures, and one kid brushing the statue base with a leaf. ",https://drive.google.com/open?id=14mppHAnwjKmNdzMiClH4_JLgw-m7SE86,"500 William St, Oakland, CA, 94612",The inner block on Rashida Muhammad St. showing The Uptown complex. The man walking his dog next to the “Now Leasing” sign and the Lime scooter in the background show a changing neighborhood in the city of Oakland. ,https://drive.google.com/open?id=1nbYJtTbgF_sV8i9mgl9m8iGx67otaXho," 530 19th St, Oakland, CA, 94612","Walking along 19th St back to Rashida Muhammad St. next to the Memorial park, I noticed two Mercedes parked in a row, with a graffitied fence in the background. I wondered if the cars belonged to those who lived here, or were here to maybe meet up with a friend at an upscale restaurant nearby.",https://drive.google.com/open?id=1Q8lD5BQuc_e6w-LL_9S5Lni8i17AFfB3,"A photo of the Soiled Dove circus tent, coming November 2019. Still in the process of setting up, the empty tent enclosed in metal fencing displayed one of the many possible entertainment options afforded by uptown Oakland. ","1911 Telegraph Ave, Oakland, CA, 94612",,,,"[37.8091978, -122.2713988]","[37.809083, -122.269945]","[37.808562, -122.270795777778]","[37.8085687916667, -122.27001425]",NaN,4028
https://drive.google.com/open?id=1tIc3g_D7M5rZL3k-U-n_BeIG6P_O7V2D,"600 Spokane Ave, El Cerrito, CA, 94706","This picture shows the tree line that has been setup and maintained throughout the entire block. I thought this was particularly interesting because each home individually had a yard that was gardened well, meaning that these trees were part of the general maintenance of roads and beautification by the municipal county. It was pleasant aesthetically to walk down the street with the tree line but also adds home and neighborhood value.",https://drive.google.com/open?id=1jz_hbJJR_69XDZqOqJW7jX2M4uwwsu-l,"600 Spokane Ave., El Cerrito, CA, 94706","This photo shows the proximity of the BART station with the railroad tracks in sight at the intersection of Spokane Avenue and Brighton Avenue. This can be a huge plus for residents who commute to work and want to be able to walk to public transportation. The neighborhood was also not noisy from the BART train, as it passed several times while I was there without me noticing.",https://drive.google.com/open?id=1-KlIHvqaNiWM0S3XZbdyt0r8AFcfkaXE,"600 Spokane Ave, El Cerrito, CA, 94706","This photo shows the directions to the bike path that residents can access, as well as identifying that biking is allowed on the street. This can give children the opportunity to bike through residential communities on their way to middle school as well. It also gives the impression of a more residential and relaxed environment, where children can bike down shady streets after school and feel safe from the limited traffic.",,,,,,,"(37.8947731, -122.2910214)","(37.8947731, -122.2910214)","(37.8947731, -122.2910214)",NaN,NaN,4201
https://drive.google.com/open?id=1qyZQNaysB4rNAuXehrRq0wKI1GOuWyGl,"180 Second Street, Oakland, CA, 94607","This is a picture of Charles Blades, a business on the corner of Madison and Second Street. Above the business is apart of the apartment complex. This picture also gives a small glimpse of the possible public transportation by viewing the man on the scooter. ",https://drive.google.com/open?id=1azmrp-LqROPgYkQ0tWTgoUPzdkU4WkIy,"180 Second Street, Oakland, CA, 94607","This is an image of the dangling cord I located. This image also shows the wooden pole that has the graffiti on it; however, the red car is blocking the view of the graffiti on the pole. ",https://drive.google.com/open?id=1xaDo86-hpo7eS_UGR9cQsClvEC3Sa38N,"180 Second Street, Oakland, CA, 94607",This picture shows the intersection of Jackson and Second Street. This image also shows the other business entrance that is located withing the area I focused this study on.,,,,,,,"(37.7944308, -122.2663244)","(37.7944308, -122.2663244)","(37.7944308, -122.2663244)",NaN,NaN,4033
https://drive.google.com/open?id=11fReW5GTM7ex_sqWkLz25BjnZkEa5jPv,"1108 Shattuck Ave, Berkeley, CA, 94707","This is the best street snapshot I got in my photo album. Streets are pretty clear except a few cars are street parking. And all these cars belong to the owners who live in the neighborhood (as I saw a dad park his Volkswagen -- not shown in picture, walking his wife and his daughter to their home). This is a pretty decent and quiet neighborhood.",https://drive.google.com/open?id=1JJFq56u_y1xyDaEyruuI3N0zwTZEmd4R,"1126 Shattuck Ave, Berkeley, CA, 94707","As I was walking in the neighborhood for half an hour, I took this picture of the house because it had the best angle I could show the house size and also it didn't have any big trees hindering the view. This size is considered as medium size. I have seen a few houses way bigger than this. From the angle of the street, I couldn't really fully grasp the size of the house, but here's an overview and an idea. And as I notice, for houses that don't have stairs to the front entrance, there are always 1-2 cars parked in the front entrance. It may be because the owner(s) of the house was/were out at the time, but that was my observation.",https://drive.google.com/open?id=1UBvk52slSue0vKOgkTCn6sQW8gnGl6eI,"1144 Shattuck Ave, Berkeley, CA, 94707","Once again, I want to show how well-maintained the neighborhood is by showing the smoothness of the concrete. Plants are generally planted like these in the front yard of the houses.",https://drive.google.com/open?id=1Uq0v2cRmzbOuRYJ_hB5EUD8okEp8k7dA,"Not only I want to once again focus on the house size, but pay attention to the model of the two cars, which are quite typical in this neighborhood. A lot of these cars are SUV, it does not only reflect I am in a family-oriented neighborhood, but also the median income of this neighborhood. I bet these cars came out within these 5 years, based on the cleanliness, the shape and the model. I am no car enthusiast, but when you are frequent driver, you'll notice.","1126 Shattuck Ave, Berkeley, CA, 94707",,,,"[37.8878377347906, -122.270273435994]","[37.8873934149371, -122.270614965279]","[37.8869457, -122.2703059]","[37.8873934149371, -122.270614965279]",NaN,4214
https://drive.google.com/open?id=1wWR13PjWxxyQJI6MQauQNdolKMceUSNf,"614 55th St, Oakland, CA, 94609","A large amount of power lines run throughout the residential neighborhood. Presumably, these are not for the residents but rather the commercial businesses that line the neighborhood. ",https://drive.google.com/open?id=1AA-2oSsQRsLWBMvHGpIZHRAZGcUImYPG,"614 55th St, Oakland, CA, 94609","
Even though most of the homes seemed to be in good repair, the yards and sidewalks were consistently unkept. This coincided with the cracked and faded streets, littered with trash. 
",https://drive.google.com/open?id=13q_xKr0xQ2tqHHGj0ldCAdfIBubzxDOQ,"614 55th St, Oakland, CA, 94609","Pictured is a typical home in this neighborhood. Large enough for a family of 4, and (seemingly) meant for a single family. They generally lack a front yard and are placed close to each other. Even though most have driveways, almost all houses seem to have to park at least one car on the street. ",https://drive.google.com/open?id=16lIfCG6oYfKu1EMRdAXVHV3YbBcObCBO,"This is the corner of my (mostly residential) block. Pictured is one of a handful of corner stores, gas stations, and food shops that border the residential neighborhood. In the distance you can see the major freeway that runs along side the block. ","612 55th St, Oakland, CA, 94609",https://drive.google.com/open?id=1dRXXWeGXvi_8AyPpqNDimAmBwBiVB0gA,"606 55th St, Oakland, CA, 94609",This is a panoramic of the southeast corner which contains the commercial part of a mostly residential neighborhood. ,"[37.8405129741725, -122.265101461971]","[37.8405129741725, -122.265101461971]","[37.8405129741725, -122.265101461971]","[37.8405191207193, -122.265053395975]","[37.8405375603596, -122.264909197988]",4006
https://drive.google.com/open?id=1c0WcrwC8mACMQao2E-bXZOhemc8MmYqU,"895 Colusa Ave, Berkeley, CA, 94707","Fig.1. Lines on the street are nicely painted, suggesting that there is investment in maintenance. ",https://drive.google.com/open?id=1rYFhG8nZ-oe7KuHwftRVwTTQCKZAmX8G,"895 Colusa Ave., Berkeley, CA, 94707","Fig. 2. A pattern in this neighborhood was people walking their dogs. These people were mostly middle-aged Caucasian women. 
",https://drive.google.com/open?id=1F-yBHVcdZsrxU-IkzhmEqYrpzPum2yql,"884 Colusa Ave, Berkeley, CA, 94707",Fig. 3. A car parked on this block had the sticker shown above. This may offer an insight on the values people that frequent this neighborhood hold. ,https://drive.google.com/open?id=1QzlKdc36NP8HctmqUUEB6lDekU5ki9ub,"Fig. 4. There are accommodations for handicapped people, as shown.","887 Colusa Ave, Berkeley, CA, 94707",https://drive.google.com/open?id=1dAD5Q5ZDV6XP1a3dALz4dqgGeTehP19I,"885 Colusa Ave, Berkeley, CA, 94070","Fig. 5. There were books on the sidewalks that seem to be there for a while, but not for too long. ","[37.891517231698, -122.279828273726]","[37.891517231698, -122.279828273726]","[37.8917130691438, -122.279859591014]","[37.8916596589313, -122.279851049936]","[37.8916952657396, -122.279856743988]",4213
https://drive.google.com/open?id=1dJ5m_RhgFHIXse95mLjMbiEHBCD2TABG,"927 Mendocino Ave, Berkeley, CA, 94707","Big, nicely kept house and front yard with grass and trees",https://drive.google.com/open?id=1YB9OdWklX6KVgT3a4flvdgjBjMf2lUiL,"833 Mendocino Ave, Berkeley, CA, 94707","Wide two-way street, very nice road",https://drive.google.com/open?id=1F9fquE87P54rMqzarUybTWh1qshYs3Lu,"900 Mendocino Ave, Berkeley, CA, 94707","Nice houses and cars, shows a nice walkway for pedestrians",,,,,,,"[37.8909881, -122.2741528]","[37.8922867986991, -122.275166667549]","[37.8917334, -122.2751912]",NaN,NaN,4212
https://drive.google.com/open?id=1Sdx2Ye3MSFasAJ1cew80iboO62Dh5kx6,"3014 Shattuck Ave, Berkeley, CA, 94705",a detail of the gutter,https://drive.google.com/open?id=1lciMkwZnvAJKr3h5Yw2egpf-tA9XjHPR,"3012 Shattuck Ave, Berkeley, CA, 94705",One of the residential homes,https://drive.google.com/open?id=1s8osBIZXftvC619IzcMMlzzhrg3LkofW,"3012 Shattuck Ave, Berkeley, CA, 94705",A view from the sidewalk ,https://drive.google.com/open?id=1P1E_vyDy4Gjc2Z-bb7xtt2VBTdOTL10B,A view of the public transportation,"3001 Shattuck Ave, Berkeley, CA, 94705
",,,,"[37.854663, -122.266605]","[37.8548274059645, -122.266629819846]","[37.8548274059645, -122.266629819846]","[37.8551299, -122.266180281158]",NaN,4239.01
https://drive.google.com/open?id=1Y575PqP4ObhlP0sNSYmKLmWaWN-fun63,,inspiration for the kid,https://drive.google.com/open?id=1nG8MIYVrAxMpTjUX-ru1skgsHj1V6kdK,,all the business are closed down ,https://drive.google.com/open?id=1Uu2p1XT9b_uKtzf3B9if15hQxE5b4pxi,,vacant ,https://drive.google.com/open?id=1guac9-g3YIRHbMXgEUL2qeFaOGU-YFQq,business did not open during regular hour ,,https://drive.google.com/open?id=1WD5wRCm-NLCAGULim_5nawQFGrnEWiXv,,salon didn’t open during regular business hour ,"(37.8485167, -122.2647445)","(37.8485167, -122.2647445)","(37.8485167, -122.2647445)","(37.8485167, -122.2647445)","(37.8485167, -122.2647445)",4005
https://drive.google.com/open?id=1uRL-X-z2s4MEXWeAEnZePROAJ5_KpLNp,"2999 Shattuck Ave, Berkeley, CA, 94705",Modern mom and pop coffee shop serving the neighborhood.,https://drive.google.com/open?id=17B_bDESKkekoJLLFpuWUDDWCFmkse43U,"2151 Ashby Ave, Berkeley, CA, 94705","Victorian style two story home in good condition.
",https://drive.google.com/open?id=1npXrdlPbtP-DbcqTeAI3kN7ksS1BXx3l,"2101 Ashby Avenue, Berkeley, CA, 94705",Retail workspace and residential apartments fairly updated,https://drive.google.com/open?id=1Z4fUMaTUpcOX0YuSrnFQtoRZ6fz1C6pM,"Convenient public transportation stop, light traffic in the morning","2152 Ashby Avenue, Berkeley, CA, 94705",,,,"[37.8554366, -122.2663893]","[37.8556899538619, -122.264378334501]","[37.855376, -122.266618]","[37.8551306805707, -122.267135018547]",NaN,4239.01
https://drive.google.com/open?id=1me8eSNEFHH4L1hqZbd6y-oOXAoynGH9L,"1437 Milvia St, Berkeley, CA, 94709","The image shows a picture of a sign on the step of the entrance of a residential home in that block. The sign says ""no solicitors"". There was also a warning sign next to it on the grass that says "" Warning. First Alarm Security"" Both these signs indicates that residents there are not welcoming of strangers and try to scare away anyone that might look suspicions in order to prevent them from cross from disrupting the peace of their house and block. Blocks like these are mostly peaceful and are not spaces where strangers or homeless are seen wondering around.",https://drive.google.com/open?id=1qaNr1vn4ujIyviIqpRke_odrRzoDzl__,"1401 Milvia St, Berkeley, CA, 94709","The image shows a sign announcing that street is part of the City of Berkeley's Biking Boulevard and announces the closest main street with commercial stores and the closest recreational park. While I was doing my observation, I saw several people biking through and that latter made sense as I saw the biking boulevard sign. I think this is important because it indicates that residents in this area have access to such projects that contribute or support recreational activity such as biking. Also, the sign indicates that the residential block of Milvia is close by to other recreational areas such as Tilden Park and only a block away from Shattuck Ave which is highly commercial and conveniently provides nearby residents all the amenities they need in their day to day such as groceries, bank, restaurants, clothing stores, etc. Given that the area is wealthier it explains why there are so many commercial buildings close by that target them as costumers. ",https://drive.google.com/open?id=1kcprJgVx2YEtSCbBnUM1YlwAq6nbknXl,"1414 Milvia St, Berkeley, CA, 94709","This house really surprised me because of how beautiful it was and the small factors that demonstrate its wealth. Overall most houses in the block were set back and had some type of front yard and his house was a great example of it. The image shows a single-occupancy house that is set back with a huge front  yard with a small picket fence. The house was also very well kept and seem be under construction or renovation on the far left of the picture (it is hard to see because of the trees). 
This house is a great example of the type of housing that exist in wealthy residential areas in North Berkeley. ",https://drive.google.com/open?id=1t-IWptojPCF6E2GiVSscx_PoTu3uojHz,This apartment complex was on the block Milvia which surprised me because it was next to a street of mostly single-occupancy houses. This apartment complex was Luxor APTS and it extends all the way to the other side of the street (1406 Henry Street). It has its own underground parking structure and is right in front of Safeway from the other side (Henry St side). This a good thing to note because it was an indicator of the transitioning line between a strictly residential area to a more commercial and industrial street such as Shattuck Ave which is just a block over. ,"1415 Milvia St, Berkeley, CA, 94709",https://drive.google.com/open?id=1HAP-O9RJlG_5R2Hz93rMyjE0vCqF0cCW,"1450 Milvia St, Berkeley, CA, 94709","This image shows a box with the word ""FREE"" written on it and it had secondhand clothes and shoes in it for people to take (possibly homeless of people in less fortunate conditions). To me this was another indicator of a wealthy or well-off neighborhood because these types of gestures, such as boxes with free stuff, are not common in poorer areas. The box was placed on the side of the house and it contained items that I considered to be in fair condition. Although I did not see homeless people or others take the items, given that they probably do not wonder as much in rich neighborhood like these, I'm sure at some point someone in greater need took the box. ","[37.8809943621471, -122.271674886988]","[37.881558, -122.271739]","[37.8812141529412, -122.271957823529]","[37.8813388220843, -122.271713939132]","[37.8807582053698, -122.271861464158]",4217
https://drive.google.com/open?id=1BZ5HKoerktihHlWl76wqD3Crk3PFwh1c,"3336 Martin Luther King Jr Way, Oakland, CA, 94609","This image is of the first house closest to the freeways on the block between 33rd and 34th street. From this picture, you can see freeways in the background; the street was bordered by freeways on two sides (behind this home and to the left of the home, which is not pictured). This house was one of the tidier homes and area, but upon closer examination you can see trash bordering the property and in the gutters.",https://drive.google.com/open?id=1AKHuortIQQVqLnTr1fhky_bEs6CSNg6B,"3327 Martin Luther King Jr. Way, Oakland, CA, 94609","This picture gives an overview of the street, facing 33rd street. In the bottom right corner of the picture you can see graffiti on a trash can; graffiti was omnipresent on this street. From this picture, you can also see there are several trees lining the street, and every home is protected by a metal fence.",https://drive.google.com/open?id=1BFenMh_USdi9eRujYoGSx2ID6VGOjXr2,"3301 Martin Luther King Jr Way, Oakland, CA, 94609","This picture is of a house bordering 33rd street. This was the largest house on the block, and you can see it is divided into multiple units. Furthermore, one of the few streetlights on the block is pictured. On the house next door, there are No Parking signs, which suggests that there are too many cars and not enough parking spots (many of homes did not have driveways, so this may be why).",https://drive.google.com/open?id=11xvSJD8kaTq6PTy9UudFLDMmhjuC-txG,"This house is the last house next to 33rd street. Unlike most of the homes, this house had an expansive front lawn. However, the lawn mostly comprised of dead brush and dirt, and was surrounded by a metal fence.","3300 Martin Luther King Jr Way, Oakland, CA, 94609",,,,"(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)",NaN,4014
https://drive.google.com/open?id=1Rp7K4qBksg1OKh9N0ahItXcYWuEpVN8H,"120 11th St, Oakland, CA, 94607",Glass shattered on the street which may be indicative of a car theft issue in this block.,https://drive.google.com/open?id=1WNdK3Rp5iKbxu2gJMoK7MPxh1X0C_UhE,"125 12th St, Oakland, CA, 94607",The construction site to further improve the infrastructure in this block.,https://drive.google.com/open?id=1cXsdL9vpyJCZrLs8QdFwpcd_jcjWYwNR,"1106 Madison St, Oakland, CA, 94607",There were no cigarettes on the ground nor suggested signs of smoking in the area. ,https://drive.google.com/open?id=15uuFMD8ng4NjrD7npVpmlmWXC_hoqljT,Gates for this Public Art Collection facility were very tall gates with unique and creative designs.,"120 11th St, Oakland, CA, 94607",https://drive.google.com/open?id=1GZu9IrB8RJh2SpOfaTnOLfwXVb3uKT7_,"135 12th St, Oakland, CA, 94607",This bar seemed to be a higher end bar with a welcoming design to it.,"[37.7992721666667, -122.264659666667]","[37.7997757, -122.2644287]","[37.7968069, -122.2670203]","[37.7992721666667, -122.264659666667]","[37.7998622, -122.2646424]",4033
https://drive.google.com/open?id=1m6Tv0a8CvcIlKwkIygWtsE5uUACjtpyN,"532 Aileen Street, Oakland, CA, 94609",The most affluent-looking house in the area.,https://drive.google.com/open?id=1VujvUh7lGQq1mD2KCFdSHNUCZ4JNnkoq,"5636 Shattuck Avenue, Oakland, CA, 94609",View across Shattuck to the other side of the census tract. Houses on that side were visibly more run-down and unkempt.,https://drive.google.com/open?id=1kcsMKnGVEnOfWTGO3gTl9evqvYCfqTLZ,"532 Aileen Street, Oakland, CA, 94609","""Neighborhood watch in effect"" sign and a vintage car in the background. ",,,,,,,"[37.8420003683778, -122.263050006625]","[37.841844, -122.264586857143]","[37.8420003683778, -122.263050006625]",NaN,NaN,4006
https://drive.google.com/open?id=1UbrLO5YlYOp4ap1jOH08S10lusvcLKES,"1061 Eastshore Hwy, Albany, CA, 94710",This is the only signage for public events on the street. It is knocked down even though halloween is not yet over. People probably wouldn't notice this even if they were walking though the street.,https://drive.google.com/open?id=1Yd5v6mCEJAvzvZHbGFhK0YBHhflcinZF,"1077 Eastshore Hwy, Albany, CA, 94710","Image of the only housing on the street. It seems fairly new, without visible damage. Plants are trimmed well. Paint job seems fairly new. ",https://drive.google.com/open?id=1ql5grpsxnvd58ElG-yY7lboeQD_BFnz0,"1077 Eastshore Hwy, Berkeley, CA, 94710",Sauna Store. I have personally never seen a sauna store and found this very interesting ,https://drive.google.com/open?id=1U4kSWyt9-baBokaWo6QxXWToOmpUgdOJ,Car Toyota Dealership/Car service center. It was fairly empty and lacking workers for a Saturday afternoon. ,"1025 Eastshore Hwy, Berkeley, CA, 94710",,,,"[37.8840410428334, -122.307969513642]","[37.8832271300614, -122.307828665793]","[37.8800688, -122.3072353]","[37.8800688, -122.3072353]",NaN,4202
https://drive.google.com/open?id=1hEtTPOh4ZFEVGYvcDQmG6q2S_mxPLgqH,"850 Carmel Ave, Albany, CA, 94706","This picture is representative of how the majority of houses on Carmel Ave look like. The street (sidewalk) and the house, are divided by a nice, well kept garden. The house does not have any bars or gratings on the windows. It is a well kept conditions. What I find really interesting is the cure of the cutting of the bushes/trees in a very precise form. This means people look after their garden. ",https://drive.google.com/open?id=1ZRhRdXT0Bxuj-UMwQlcop3dw9jYuukZS,"827 Ramona Ave, Albany, CA, 94706","This is an image of one of the only signs I saw throughout the block. It is very welcoming, and nice. It is placed in a very well kept garden. It is representative of how nice, polite and welcoming the people in the block were to me. It is a sign that portrays very strong political ideals in a 'calm' manner. ",https://drive.google.com/open?id=1Y0UivkD3nUCIQp61y5RW1XrVfP9PZcFi,"1373 Solano Ave, Albany, CA, 94706","This is a picture of the restaurants/shops on one side of Solano Ave. These are in the middle of the crossings of Ramona Ave and Carmel Ave. These shops/restaurants/ are little, well kept. The biggest more 'commercial' one is the bank. Not many people were around. Even though it is the Main Street it is still very clean and mostly lined with trees. ",https://drive.google.com/open?id=1H88fxycKM4Sk355Gd3Xs28fK06Ayi9dy,"I do not know if this can be considered as a relevant picture for the representation of the block. However, I found it really interesting as usually in other CVS stores these products are mostly locked, and if a customers wants to buy one they have to ask one of the people that work there to unlock it. Here instead they were open to people to take, which probably means they are not as afraid that someone would steal them. CVS was very cleaned in comparison with others on Shattuck and employees were very friendly and nice. ","1382 Solano Ave, Albany, CA, 94706",https://drive.google.com/open?id=1kvQqkPMeRAhtQV8d8HR35kQsanb_8G3W,"836 Ramona Ave, Albany, CA, 94706","This picture shows how all houses are single residency houses. The street is clean, lined with nice trees. Cars are parked outside the houses. Traffic is very low. All houses have a garden in front that divides them from the street. All houses are different. ","[37.8917977930814, -122.290299944649]","[37.8922745414044, -122.290920601769]","[37.8907962222222, -122.290576388889]","[37.89053055, -122.290447897049]","[37.8920797341807, -122.291137415095]",4201
https://drive.google.com/open?id=10fKR7nYxoXoFfaSqyY3j7qR4Id2LvvLH,"2430 Encinal Avenue, Alameda, CA, 94501",,https://drive.google.com/open?id=11ywazNItiPInoL3HFSXBdlKvh00w3ytQ,"2430 Encinal Avenue, Alameda, CA, 94501",,https://drive.google.com/open?id=1K_RCZjaWTu3SL4G7sXc1-ZyGVxYiMtU6,"2430 Encinal Avenua, Alameda, CA, 94501",,,,,,,,"[37.761991875, -122.24322875]","[37.761991875, -122.24322875]","(37.8911093, -122.2813663)",NaN,NaN,4213
https://drive.google.com/open?id=1g1ojcyi6aRiF2A4c_tCpuLj0uIPqBUkK,"1400 Stannage Ave, Berkeley, CA , 94702","The streets are very clean, the houses look a little old and need some gardening from the strong winds. As seen in the picture a branch from the tree fell.",https://drive.google.com/open?id=1PO6-wAptJybIcRnRF9LQDiwYcUvkvYGN,"1400 Kains Ave, Berkeley, CA, 94702",Throughout the block there was a couple of political and peace signs/posters. One of them including a Bernie sign in a homes front yard. Another home had a poster on their window promoting equality for all. It is easy to assume this neighborhood might be liberal.  ,https://drive.google.com/open?id=19t4_G8tdC0nyairirJJTV2BHNZckLbvF,"1160 Page St, Berkeley, CA, 94702","The neighborhood is very quiet, a lot of trees. Most of the sidewalks are cracked and very uneven, I'm assuming it is because of the roots of trees that grow.",https://drive.google.com/open?id=1xDX12vfDCCgJr2kakv9oXLo3uTLTG_AC,"Like stated before, there are a lot of plants, most of them are dead or overgrown. A lot of homes need to do gardening, I'm assuming the residents are busy people and do not have enough time to garden. ","1437 Stannage Ave, Berkeley, CA, 94702",,,,"[37.878923, -122.293599]","[37.878751, -122.29442]","[37.8777091844918, -122.293541104117]","[37.8776710117217, -122.292972410753]",NaN,4202
